Country,Year,code_wdi,code_ifs,region,incomegroup,incomesubgroup,ka,kai,kao,bo,boi,boo,Yield_mean,Govt_GDP,GDP_growth
Australia,2014,AUS,193,East Asia & Pacific,High income,High income: OECD,0.18,0.3,0.05,0,0,0,1.091416667,17.81513768,2.8
Australia,2015,AUS,193,East Asia & Pacific,High income,High income: OECD,0.18,0.3,0.05,0,0,0,0.581583333,18.14428552,2.39
Austria,1995,AUT,122,W Europe,High income,High income: OECD,0.06,0,0.11,NA,NA,NA,0.621416667,19.34243484,2.67
Austria,1996,AUT,122,W Europe,High income,High income: OECD,0.06,0,0.11,NA,NA,NA,-0.149333333,19.32280713,2.4
Austria,1997,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.644083333,19.39311882,2.21
Austria,1998,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.520916667,19.33307968,3.56
Austria,1999,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.933916667,19.64663656,3.59
Austria,2000,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.403333333,19.0378324,3.37
Austria,2001,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.141083333,18.81587135,1.35
Austria,2002,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.390083333,18.67650246,1.66
Austria,2003,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.158,18.85521437,0.76
Austria,2004,AUT,122,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.132916667,18.74344475,2.71
Austria,2005,AUT,122,W Europe,High income,High income: OECD,0.25,0.1,0.4,0.25,0,0.5,-0.889916667,19.2199218,2.14
Austria,2006,AUT,122,W Europe,High income,High income: OECD,0.25,0.1,0.4,0.25,0,0.5,-0.963583333,19.1486877,3.35
Austria,2007,AUT,122,W Europe,High income,High income: OECD,0.25,0.1,0.4,0.25,0,0.5,-0.55,18.66530078,3.62
Austria,2008,AUT,122,W Europe,High income,High income: OECD,0.25,0.1,0.4,0.25,0,0.5,0.766666667,19.18411098,1.55
Austria,2009,AUT,122,W Europe,High income,High income: OECD,0.25,0.1,0.4,0.25,0,0.5,0.64425,20.57721006,-3.8
Austria,2010,AUT,122,W Europe,High income,High income: OECD,0.1,0,0.2,0.25,0,0.5,0.087583333,20.3811932,1.93
Austria,2011,AUT,122,W Europe,High income,High income: OECD,0.2,0.1,0.3,0.25,0,0.5,0.581583333,19.78102408,2.81
Austria,2012,AUT,122,W Europe,High income,High income: OECD,0.2,0.1,0.3,0.25,0,0.5,0.541,19.75950451,0.75
Austria,2013,AUT,122,W Europe,High income,High income: OECD,0.2,0.1,0.3,0.25,0,0.5,-0.344416667,19.79221256,0.12
Austria,2014,AUT,122,W Europe,High income,High income: OECD,0.2,0.1,0.3,0.25,0,0.5,-1.0765,19.77056004,0.65
Austria,2015,AUT,122,W Europe,High income,High income: OECD,0.2,0.1,0.3,0.25,0,0.5,-1.3655,19.92264752,0.96
Belgium,1995,BEL,124,W Europe,High income,High income: OECD,0.11,0,0.22,NA,NA,NA,0.97475,21.13119991,2.39
Belgium,1996,BEL,124,W Europe,High income,High income: OECD,0.08,0,0.17,NA,NA,NA,0.001166667,21.50484852,1.59
Belgium,1997,BEL,124,W Europe,High income,High income: OECD,0.08,0,0.17,NA,NA,NA,-0.563666667,20.95597184,3.71
Belgium,1998,BEL,124,W Europe,High income,High income: OECD,0.1,0,0.2,0,0,0,-0.506833333,20.85675295,1.98
Belgium,1999,BEL,124,W Europe,High income,High income: OECD,0.03,0,0.05,0,0,0,-0.879166667,21.01578047,3.56
Belgium,2000,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,-0.375416667,20.87428647,3.63
Belgium,2001,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,0.177166667,21.27861303,0.81
Belgium,2002,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,0.420833333,21.91627434,1.78
Belgium,2003,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,0.20025,22.35163832,0.77
Belgium,2004,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,-0.0815,22.0353452,3.64
Belgium,2005,BEL,124,W Europe,High income,High income: OECD,0.18,0,0.35,0.25,0,0.5,-0.838166667,22.10792954,2.09
Belgium,2006,BEL,124,W Europe,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,-0.94575,21.89235356,2.5
Belgium,2007,BEL,124,W Europe,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,-0.232916667,21.58665324,3.4
Belgium,2008,BEL,124,W Europe,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,0.855,22.55426954,0.75
Belgium,2009,BEL,124,W Europe,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,0.604666667,24.02137731,-2.29
Belgium,2010,BEL,124,W Europe,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,0.34725,23.55485195,2.7
Belgium,2011,BEL,124,W Europe,High income,High income: OECD,0.18,0,0.35,0.25,0,0.5,1.522083333,23.77382579,1.8
Belgium,2012,BEL,124,W Europe,High income,High income: OECD,0.18,0,0.35,0.25,0,0.5,1.20275,24.26090323,0.14
Belgium,2013,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,0.062833333,24.49257271,-0.07
Belgium,2014,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,-0.876833333,24.27064075,1.65
Belgium,2015,BEL,124,W Europe,High income,High income: OECD,0,0,0,0,0,0,-1.273083333,23.90291702,1.5
Bulgaria,2003,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.2,0.2,0.2,0,0,0,2.350583333,20.67803324,5.16
Bulgaria,2004,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.2,0.2,0.2,0,0,0,1.292416667,19.97362392,6.44
Bulgaria,2005,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.2,0.2,0.2,0,0,0,-0.245833333,18.82837644,7.12
Bulgaria,2006,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,-0.38525,18.70519684,6.87
Bulgaria,2007,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,0.093916667,17.3371246,7.34
Bulgaria,2008,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,2.298333333,17.52373987,6.02
Bulgaria,2009,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,4.179083333,16.58538886,-3.59
Bulgaria,2010,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,2.899416667,16.4768308,1.32
Bulgaria,2011,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,2.56725,15.84810638,1.92
Bulgaria,2012,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,2.761583333,15.81041362,0.03
Bulgaria,2013,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,1.1955,16.98689286,0.86
Bulgaria,2014,BGR,918,Europe & Central Asia,Middle income,Upper middle income,0.05,0.1,0,0,0,0,0.924583333,16.86400431,1.33
Canada,1995,CAN,156,North America,High income,High income: OECD,0.06,0.11,0,NA,NA,NA,1.552166667,21.72772816,2.68
Canada,1996,CAN,156,North America,High income,High income: OECD,0.06,0.11,0,NA,NA,NA,0.749,20.82861253,1.61
Canada,1997,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.193166667,19.91908415,4.28
Canada,1998,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.0695,19.90525928,3.88
Canada,1999,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.109916667,19.38731015,5.16
Canada,2000,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.053166667,19.17024982,5.18
Canada,2001,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.497083333,19.578257,1.77
Canada,2002,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.743916667,19.84914061,3.01
Canada,2003,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.80775,19.9666484,1.8
Canada,2004,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.313833333,19.48379556,3.09
Canada,2005,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.230333333,19.13709539,3.2
Canada,2006,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.57025,19.30509641,2.62
Canada,2007,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.318833333,19.30103741,2.06
Canada,2008,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.0255,19.76855546,1
Canada,2009,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.00125,22.02020589,-2.95
Canada,2010,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.043,21.52604097,3.08
Canada,2011,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.032916667,21.19534081,3.14
Canada,2012,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,0.095416667,21.10864117,1.75
Canada,2013,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.087166667,20.7558028,2.48
Canada,2014,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.304166667,20.44120443,2.57
Canada,2015,CAN,156,North America,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.621916667,21.03169229,0.94
Chile,1995,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.92,1,0.83,NA,NA,NA,NA,8.727563889,8.84
Chile,1996,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.89,1,0.78,NA,NA,NA,NA,10.99165913,6.78
Chile,1997,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.9,1,0.8,1,1,1,NA,11.12082867,7.39
Chile,1998,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.93,1,0.85,1,1,1,NA,11.39061972,4.46
Chile,1999,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.95,1,0.9,1,1,1,NA,12.1847921,-0.52
Chile,2000,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.88,0.9,0.85,1,1,1,NA,12.08256333,5.34
Chile,2001,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.45,0.35,0.55,0.25,0,0.5,NA,12.12155904,3.31
Chile,2002,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.4,0.35,0.45,0.25,0,0.5,NA,12.21972616,3.1
Chile,2003,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.35,0.25,0.45,0.25,0,0.5,NA,11.71973543,4.11
Chile,2004,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.18,0.2,0.15,0,0,0,NA,10.96171351,7.18
Chile,2005,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.08,0,0.15,0,0,0,1.80475,10.57658253,5.75
Chile,2006,CHL,228,Latin America & Caribbean,High income,High income: OECD,0,0,0,0,0,0,1.3684,9.925310478,6.34
Chile,2007,CHL,228,Latin America & Caribbean,High income,High income: OECD,0,0,0,0,0,0,1.4584,10.25271968,4.94
Chile,2008,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.4,0.3,0.5,0.5,0,1,3.214916667,11.07138943,3.5
Chile,2009,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.4,0.3,0.5,0.5,0,1,2.3645,12.41688456,-1.55
Chile,2010,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.4,0.3,0.5,0.5,0,1,3.038774,12.10874085,5.84
Chile,2011,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.45,0.3,0.6,0.5,0,1,3.183845,11.91348759,6.06
Chile,2012,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.45,0.3,0.6,0.5,0,1,3.722083333,11.92485975,5.33
Chile,2013,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.5,0.4,0.6,0.5,0,1,2.950333333,12.30082032,4.05
Chile,2014,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.5,0.4,0.6,0.5,0,1,2.219583333,12.81779396,2.02
Chile,2015,CHL,228,Latin America & Caribbean,High income,High income: OECD,0.5,0.4,0.6,0.5,0,1,2.375166667,13.18238131,2.25
China,1995,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,NA,NA,NA,NA,13.24602746,11
China,1996,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,NA,NA,NA,NA,13.12620451,9.9
China,1997,CHN,924,East Asia & Pacific,Middle income,Upper middle income,0.95,0.9,1,1,1,1,NA,13.6515085,9.2
China,1998,CHN,924,East Asia & Pacific,Middle income,Upper middle income,0.93,0.9,0.95,0.75,1,0.5,NA,14.83482109,7.8
China,1999,CHN,924,East Asia & Pacific,Middle income,Upper middle income,0.95,0.9,1,1,1,1,NA,16.23894157,7.6
China,2000,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,NA,16.6333101,8.4
China,2001,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,NA,16.09002454,8.3
China,2002,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,NA,15.60319231,9.1
China,2003,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,-0.6975,14.67690763,10
China,2004,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,0.161333333,13.90204659,10.1
China,2005,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,-0.411666667,13.99506403,11.3
China,2006,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,-1.667916667,13.94901077,12.7
China,2007,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,-0.524833333,13.48328827,14.2
China,2008,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,0.325166667,13.18496286,9.6
China,2009,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,0.092583333,13.1967501,9.2
China,2010,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,0.376666667,12.81758263,10.61
China,2011,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,1.126583333,13.18005741,9.5
China,2012,CHN,924,East Asia & Pacific,Middle income,Upper middle income,1,1,1,1,1,1,1.755,13.43088055,7.9
China,2013,CHN,924,East Asia & Pacific,Middle income,Upper middle income,0.9,0.9,0.9,1,1,1,1.484166667,13.53650702,7.8
China,2014,CHN,924,East Asia & Pacific,Middle income,Upper middle income,0.8,0.8,0.8,1,1,1,1.65075,13.31931103,7.3
China,2015,CHN,924,East Asia & Pacific,Middle income,Upper middle income,0.8,0.8,0.8,1,1,1,1.26725,13.97374944,6.9
Colombia,1995,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.72,0.75,0.69,NA,NA,NA,NA,15.23651203,5.2
Colombia,1996,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.81,0.88,0.75,NA,NA,NA,NA,18.4645959,2.06
Colombia,1997,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.82,0.89,0.75,1,1,NA,NA,20.41135164,3.43
Colombia,1998,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.81,0.9,0.72,1,1,NA,NA,20.83611249,0.57
Colombia,1999,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.63,0.65,0.61,0.5,0.5,NA,NA,22.73445377,-4.2
Colombia,2000,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.64,0.72,0.56,1,1,NA,NA,16.7907889,2.93
Colombia,2001,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.64,0.72,0.56,1,1,NA,NA,16.88591151,1.68
Colombia,2002,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.8,0.75,0.85,0.75,1,0.5,NA,16.37229285,2.5
Colombia,2003,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.58,0.65,0.5,0.75,1,0.5,11.21816,15.92795902,3.92
Colombia,2004,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.6,0.8,0.4,0.75,1,0.5,10.05549,15.98865357,5.33
Colombia,2005,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.6,0.8,0.4,0.75,1,0.5,6.247166667,16.0026576,4.71
Colombia,2006,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.58,0.75,0.4,0.75,1,0.5,4.324833333,15.70208753,6.7
Colombia,2007,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.63,0.85,0.4,0.75,1,0.5,5.380916667,15.64123859,6.9
Colombia,2008,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.63,0.85,0.4,0.75,1,0.5,8.271,15.5176041,3.55
Colombia,2009,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.58,0.75,0.4,0.75,1,0.5,5.727416667,16.70474609,1.65
Colombia,2010,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.73,0.75,0.7,1,1,1,4.74525,16.92841571,3.97
Colombia,2011,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.55,0.5,0.6,1,1,1,5.059166667,16.09500979,6.59
Colombia,2012,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.55,0.5,0.6,1,1,1,4.8945,16.67680356,4.04
Colombia,2013,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.65,0.7,0.6,1,1,1,3.815583333,17.69634495,4.87
Colombia,2014,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.65,0.7,0.6,1,1,1,4.21625,17.94192044,4.39
Colombia,2015,COL,233,Latin America & Caribbean,Middle income,Upper middle income,0.65,0.7,0.6,1,1,1,5.23575,18.61926257,3.05
Czech Republic,1995,CZE,935,Europe & Central Asia,High income,High income: OECD,0.42,0.17,0.67,NA,NA,NA,NA,19.85576999,NA
Czech Republic,1996,CZE,935,Europe & Central Asia,High income,High income: OECD,0.44,0.22,0.67,NA,NA,NA,NA,19.25376609,4.28
Czech Republic,1997,CZE,935,Europe & Central Asia,High income,High income: OECD,0.48,0.25,0.7,0.75,0.5,1,NA,19.97505774,-0.67
Czech Republic,1998,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.3,0.35,0.5,0.5,0.5,NA,19.01873763,-0.32
Czech Republic,1999,CZE,935,Europe & Central Asia,High income,High income: OECD,0.2,0.25,0.15,0.5,0.5,0.5,NA,19.88316274,1.44
Czech Republic,2000,CZE,935,Europe & Central Asia,High income,High income: OECD,0.15,0.2,0.1,0.5,0.5,0.5,NA,19.47581376,4.29
Czech Republic,2001,CZE,935,Europe & Central Asia,High income,High income: OECD,0.05,0.1,0,0,0,0,1.329583333,19.49893061,3.05
Czech Republic,2002,CZE,935,Europe & Central Asia,High income,High income: OECD,0.05,0.1,0,0,0,0,0.289916667,20.92880746,1.65
Czech Republic,2003,CZE,935,Europe & Central Asia,High income,High income: OECD,0.05,0.1,0,0,0,0,0.164916667,21.83625159,3.6
Czech Republic,2004,CZE,935,Europe & Central Asia,High income,High income: OECD,0.05,0.1,0,0,0,0,0.546733,20.73929083,4.95
Czech Republic,2005,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.1,0.55,0.5,0,1,-0.7475,20.39670691,6.44
Czech Republic,2006,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.1,0.55,0.5,0,1,-0.99775,19.95129352,6.88
Czech Republic,2007,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.1,0.55,0.5,0,1,-0.299333333,19.09375156,5.53
Czech Republic,2008,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.1,0.55,0.5,0,1,1.11825,19.06468334,2.71
Czech Republic,2009,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.1,0.55,0.5,0,1,1.775333333,20.69724136,-4.84
Czech Republic,2010,CZE,935,Europe & Central Asia,High income,High income: OECD,0.33,0.1,0.55,0.5,0,1,0.809,20.479147,2.3
Czech Republic,2011,CZE,935,Europe & Central Asia,High income,High income: OECD,0.28,0.1,0.45,0.5,0,1,0.982166667,20.15890901,2.01
Czech Republic,2012,CZE,935,Europe & Central Asia,High income,High income: OECD,0.05,0,0.1,0.25,0,0.5,0.993666667,19.80530612,-0.8
Czech Republic,2013,CZE,935,Europe & Central Asia,High income,High income: OECD,0.4,0.25,0.55,0.5,0,1,-0.191666667,20.1556418,-0.48
Czech Republic,2014,CZE,935,Europe & Central Asia,High income,High income: OECD,0.4,0.25,0.55,0.5,0,1,-0.970666667,19.68466701,2.72
Czech Republic,2015,CZE,935,Europe & Central Asia,High income,High income: OECD,0.4,0.25,0.55,0.5,0,1,-1.403916667,19.5334183,4.54
Denmark,1995,DNK,128,W Europe,High income,High income: OECD,0.08,0.11,0.06,NA,NA,NA,1.71625,24.05210698,2.94
Denmark,1996,DNK,128,W Europe,High income,High income: OECD,0.08,0.11,0.06,NA,NA,NA,0.705083333,24.10544253,2.91
Denmark,1997,DNK,128,W Europe,High income,High income: OECD,0.08,0.1,0.05,0,0,0,-0.094,23.63922386,3.26
Denmark,1998,DNK,128,W Europe,High income,High income: OECD,0.08,0.1,0.05,0,0,0,-0.315833333,24.12908056,2.21
Denmark,1999,DNK,128,W Europe,High income,High income: OECD,0.08,0.1,0.05,0,0,0,-0.741333333,24.36599945,2.95
Denmark,2000,DNK,128,W Europe,High income,High income: OECD,0.08,0.1,0.05,0,0,0,-0.31975,23.87377611,3.75
Denmark,2001,DNK,128,W Europe,High income,High income: OECD,0.08,0.1,0.05,0,0,0,0.14275,24.324949,0.82
Denmark,2002,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.494333333,24.86904999,0.47
Denmark,2003,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.323,25.03801981,0.39
Denmark,2004,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.886375,24.93391439,2.67
Denmark,2005,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.893416667,24.49867086,2.34
Denmark,2006,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.94975,24.20351194,3.91
Denmark,2007,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.272166667,24.33799447,0.91
Denmark,2008,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.697083333,25.10088983,-0.51
Denmark,2009,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.31975,27.93502049,-4.91
Denmark,2010,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.229333333,27.36583383,1.87
Denmark,2011,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.0135,26.5646337,1.34
Denmark,2012,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.281333333,26.47147602,0.23
Denmark,2013,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.61175,26.00751317,0.94
Denmark,2014,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-1.145833333,25.88988269,1.68
Denmark,2015,DNK,128,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-1.389,25.69082727,1.61
Finland,1995,FIN,172,W Europe,High income,High income: OECD,0.06,0.11,0,NA,NA,NA,2.106166667,21.93676691,4.21
Finland,1996,FIN,172,W Europe,High income,High income: OECD,0.06,0.11,0,NA,NA,NA,0.617083333,22.2085048,3.66
Finland,1997,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.356,21.36574618,6.25
Finland,1998,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.427166667,20.63099134,5.43
Finland,1999,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.97425,20.30049715,4.44
Finland,2000,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.482916667,19.80537351,5.64
Finland,2001,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.101666667,19.99487666,2.58
Finland,2002,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.408083333,20.69742193,1.68
Finland,2003,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.139916667,21.16593763,1.99
Finland,2004,FIN,172,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.146166667,21.26743944,3.93
Finland,2005,FIN,172,W Europe,High income,High income: OECD,0.3,0.2,0.4,0.25,0,0.5,-0.942416667,21.49805033,2.78
